id_point,building_id,last_updated,first_updated,name_point,description,units,tagged_units,raw_unit_id,value,type,point_type_id,measurement_id,datasource_hash,topic,equip_id,id_bdg,name_bdg,equip_type_abbr,equip_type_name,area_served_desc,tags
286482,427,1648992333141.0,1626897877883.0,m253_1,RT OCC FOR AV,degreesFahrenheit,f,2,9514.43,Return Air Temperature,85,1,08ad15f6baec5caad0292df59fdfc2f2,onboard/officebldg1/device10346/analogValue/22,27116,427,Office Building,FCU,Fan Coil Unit,W302 Stack Room,"['fcu', 'hvac']"
286483,427,1648992333141.0,1626897877883.0,occupied_heat_setpoint_1,,degreesFahrenheit,f,2,70.0,Occupied Heating Setpoint,124,1,5bd3d7435be1bbf45b71269e2673f0db,onboard/officebldg1/device10346/analogValue/3,27116,427,Office Building,FCU,Fan Coil Unit,W302 Stack Room,"['fcu', 'hvac']"
286484,427,1648992333142.0,1626897877883.0,return_air_temp_1,,degreesFahrenheit,f,2,70.5,Return Air Temperature,85,1,ce7dd6a7cb251d30bae0584977069d04,onboard/officebldg1/device10346/analogValue/30,27116,427,Office Building,FCU,Fan Coil Unit,W302 Stack Room,"['fcu', 'hvac']"
286485,427,1648992333141.0,1626897877883.0,unoccupied_cool_setpoint_1,,degreesFahrenheit,f,2,85.0,Unoccupied Cooling Setpoint,125,1,3769bd1b125ba76dd309368b66e1f025,onboard/officebldg1/device10346/analogValue/4,27116,427,Office Building,FCU,Fan Coil Unit,W302 Stack Room,"['fcu', 'hvac']"
286486,427,1648992333141.0,1626897877883.0,unoccupied_heat_setpoint_1,,degreesFahrenheit,f,2,60.0,Unoccupied Heating Setpoint,126,1,0e0e41922dfc1eb33b83a627649b04e7,onboard/officebldg1/device10346/analogValue/5,27116,427,Office Building,FCU,Fan Coil Unit,W302 Stack Room,"['fcu', 'hvac']"
286487,427,1648992333141.0,1626897877883.0,effective_cool_setpoint_1,,degreesFahrenheit,f,2,75.0,Zone Cooling Temperature Effective Setpoint,431,1,9d8ebd2f194c6406e0d3ad370c158f5c,onboard/officebldg1/device10346/analogValue/8,27116,427,Office Building,FCU,Fan Coil Unit,W302 Stack Room,"['fcu', 'hvac']"
286488,427,1648992333141.0,1626897877883.0,effective_heat_setpoint_1,,degreesFahrenheit,f,2,70.0,Zone Heating Temperature Effective Setpoint,432,1,acc8345b9d7417f2c67092b3296ee250,onboard/officebldg1/device10346/analogValue/9,27116,427,Office Building,FCU,Fan Coil Unit,W302 Stack Room,"['fcu', 'hvac']"
286489,427,1648992333142.0,1626897877883.0,fan_status_1,Fan Coil Unit Status,,on/off,20,1: active,Status,121,11,0248c79d64890069f24c925d922a2330,onboard/officebldg1/device10346/binaryInput/1,27116,427,Office Building,FCU,Fan Coil Unit,W302 Stack Room,"['fcu', 'hvac']"
286490,427,1648992333142.0,1626897877883.0,fcu_enable_1,FCU Enable,,enable,21,1: active,Enable,167,12,ea5f78e396191f2583e55e77134f1da8,onboard/officebldg1/device10346/binaryOutput/1,27116,427,Office Building,FCU,Fan Coil Unit,W302 Stack Room,"['fcu', 'hvac']"
286472,427,1648992333141.0,1626897877883.0,rat_1,Return Air Temperature,degreesFahrenheit,f,2,70.5,Return Air Temperature,85,1,c7175fbd76e32b4a755eae2a5d708388,onboard/officebldg1/device10346/analogInput/3,27116,427,Office Building,FCU,Fan Coil Unit,W302 Stack Room,"['fcu', 'hvac']"
286471,427,1648992333141.0,1626897877883.0,dat_1,Discharge Air Temperature,degreesFahrenheit,f,2,71.59,Discharge Air Temperature,79,1,30af5bef541222cdd82a7c6e34352fb0,onboard/officebldg1/device10346/analogInput/2,27116,427,Office Building,FCU,Fan Coil Unit,W302 Stack Room,"['fcu', 'hvac']"
286478,427,1648992333141.0,1626897877883.0,m256_1,HTG% AV,percent,%,3,0.0,Heating Output,240,23,69b7105e6cddec5f59b3077b580052ce,onboard/officebldg1/device10346/analogValue/18,27116,427,Office Building,FCU,Fan Coil Unit,W302 Stack Room,"['fcu', 'hvac']"
286479,427,1648992333141.0,1626897877883.0,m251_1,HT SPT AV,degreesFahrenheit,f,2,70.0,Zone Heating Temperature Setpoint,198,1,23cc089dc7c601ad6507c756d8f3d267,onboard/officebldg1/device10346/analogValue/19,27116,427,Office Building,FCU,Fan Coil Unit,W302 Stack Room,"['fcu', 'hvac']"
286475,427,1648992333141.0,1626897877883.0,m255_1,CLG% AV,percent,%,3,0.0,Cooling Output,327,23,8cd1e6e3c07eaf90113dc9686b3f3c4b,onboard/officebldg1/device10346/analogValue/10,27116,427,Office Building,FCU,Fan Coil Unit,W302 Stack Room,"['fcu', 'hvac']"
286476,427,1648992333141.0,1626897877883.0,m252_1,CL SPT AV,degreesFahrenheit,f,2,75.0,Zone Cooling Temperature Setpoint,206,1,2c7513cd1a2f4e6874857a2761740da4,onboard/officebldg1/device10346/analogValue/11,27116,427,Office Building,FCU,Fan Coil Unit,W302 Stack Room,"['fcu', 'hvac']"
286474,427,1648992333142.0,1626897877883.0,hw_valve_ao_1,Hot Water Valve,volts,v,11,2.0,Hot Water Valve Position,159,7,f448849c82e417d7e07a7dd8177e8cfe,onboard/officebldg1/device10346/analogOutput/2,27116,427,Office Building,FCU,Fan Coil Unit,W302 Stack Room,"['fcu', 'hvac']"
286473,427,1648992333142.0,1626897877883.0,chw_valve_1,Chilled Water Valve,volts,v,11,2.0,Chilled Water Valve Position,160,7,9f862e7bc19395907bbdcb96cddb8ea6,onboard/officebldg1/device10346/analogOutput/1,27116,427,Office Building,FCU,Fan Coil Unit,W302 Stack Room,"['fcu', 'hvac']"
286493,427,1648992333142.0,1626897877883.0,schedule_1,Occupancy Schedule,,occ,18,1: active,Occupancy Schedule,277,10,825ecb14d464645af4cc92143e2f9571,onboard/officebldg1/device10346/binaryValue/3,27116,427,Office Building,FCU,Fan Coil Unit,W302 Stack Room,"['fcu', 'hvac']"
286492,427,1648992333142.0,1626897877883.0,occ_bv_1,,,occ,18,1: active,Occupancy Status,177,10,22351721102491e41492293ccecf2f74,onboard/officebldg1/device10346/binaryValue/2,27116,427,Office Building,FCU,Fan Coil Unit,W302 Stack Room,"['fcu', 'hvac']"
286491,427,1648992333142.0,1626897877883.0,m254_1,Zone Occupied,,occ,18,1: active,Occupancy Status,177,10,d6e517bacd7796782302f84f0f94e113,onboard/officebldg1/device10346/binaryValue/1,27116,427,Office Building,FCU,Fan Coil Unit,W302 Stack Room,"['fcu', 'hvac']"
286496,427,1648992333668.0,1626897857426.0,chw_valve_1,Chilled Water Valve,volts,v,11,2.0,Chilled Water Valve Position,160,7,6998d71d643646559cb729aee36a9c03,onboard/officebldg1/device10347/analogOutput/1,27117,427,Office Building,FCU,Fan Coil Unit,W302 Stack Room,"['fcu', 'hvac']"
286505,427,1648992333668.0,1626897857426.0,m253_1,RT OCC FOR AV,degreesFahrenheit,f,2,9514.43,Return Air Temperature,85,1,216dd2cfa136d8cf9b0399898efb5431,onboard/officebldg1/device10347/analogValue/22,27117,427,Office Building,FCU,Fan Coil Unit,W302 Stack Room,"['fcu', 'hvac']"
286504,427,1648992333668.0,1626897857426.0,m250_1,RT AV,degreesFahrenheit,f,2,70.30,Return Air Temperature,85,1,b4549630f665a0fad1d5551040bf5994,onboard/officebldg1/device10347/analogValue/21,27117,427,Office Building,FCU,Fan Coil Unit,W302 Stack Room,"['fcu', 'hvac']"
286503,427,1648992333668.0,1626897857425.0,occupied_cool_setpoint_1,,degreesFahrenheit,f,2,75.0,Occupied Cooling Setpoint,123,1,fce9cb9dcccbdf7856ee5f0afc625898,onboard/officebldg1/device10347/analogValue/2,27117,427,Office Building,FCU,Fan Coil Unit,W302 Stack Room,"['fcu', 'hvac']"
286502,427,1648992333668.0,1626897857426.0,m251_1,HT SPT AV,degreesFahrenheit,f,2,70.0,Zone Heating Temperature Setpoint,198,1,ac1ba26a9ac70e9e2610c679149a7773,onboard/officebldg1/device10347/analogValue/19,27117,427,Office Building,FCU,Fan Coil Unit,W302 Stack Room,"['fcu', 'hvac']"
286501,427,1648992333668.0,1626897857426.0,m256_1,HTG% AV,percent,%,3,24.24,Heating Output,240,23,6fd2b8c742eb3dcf3397932f953f7a01,onboard/officebldg1/device10347/analogValue/18,27117,427,Office Building,FCU,Fan Coil Unit,W302 Stack Room,"['fcu', 'hvac']"
286499,427,1648992333668.0,1626897857426.0,m252_1,CL SPT AV,degreesFahrenheit,f,2,75.0,Zone Cooling Temperature Setpoint,206,1,a02b396e710d5f289afb67aba7b4e744,onboard/officebldg1/device10347/analogValue/11,27117,427,Office Building,FCU,Fan Coil Unit,W302 Stack Room,"['fcu', 'hvac']"
286498,427,1648992333668.0,1626897857426.0,m255_1,CLG% AV,percent,%,3,0.0,Cooling Output,327,23,b70de5c26a3854209f00ff504b6077a2,onboard/officebldg1/device10347/analogValue/10,27117,427,Office Building,FCU,Fan Coil Unit,W302 Stack Room,"['fcu', 'hvac']"
286497,427,1648992333668.0,1626897857426.0,hw_valve_ao_1,Hot Water Valve,volts,v,11,3.90,Hot Water Valve Position,159,7,ee8e01ab7a11f5d4a42b2e99be288c51,onboard/officebldg1/device10347/analogOutput/2,27117,427,Office Building,FCU,Fan Coil Unit,W302 Stack Room,"['fcu', 'hvac']"
286495,427,1648992333668.0,1626897857425.0,rat_1,Return Air Temperature,degreesFahrenheit,f,2,70.30,Return Air Temperature,85,1,f8ca5a759758a94fbe13c2580db17769,onboard/officebldg1/device10347/analogInput/3,27117,427,Office Building,FCU,Fan Coil Unit,W302 Stack Room,"['fcu', 'hvac']"
286494,427,1648992333668.0,1626897857425.0,dat_1,Discharge Air Temperature,degreesFahrenheit,f,2,83.19,Discharge Air Temperature,79,1,1b64a5273a4d6566ed37ae9da76b6391,onboard/officebldg1/device10347/analogInput/2,27117,427,Office Building,FCU,Fan Coil Unit,W302 Stack Room,"['fcu', 'hvac']"
286516,427,1648992333668.0,1626897857426.0,schedule_1,Occupancy Schedule,,occ,18,1: active,Occupancy Schedule,277,10,840debebd1772b747b55ca33c41bec8f,onboard/officebldg1/device10347/binaryValue/3,27117,427,Office Building,FCU,Fan Coil Unit,W302 Stack Room,"['fcu', 'hvac']"
286515,427,1648992333668.0,1626897857426.0,occ_bv_1,,,occ,18,1: active,Occupancy Status,177,10,195856f558d97c2f3ab64588e09c4960,onboard/officebldg1/device10347/binaryValue/2,27117,427,Office Building,FCU,Fan Coil Unit,W302 Stack Room,"['fcu', 'hvac']"
286514,427,1648992333668.0,1626897857426.0,m254_1,Zone Occupied,,occ,18,1: active,Occupancy Status,177,10,c45557b129efac100fe18f25d9cdc442,onboard/officebldg1/device10347/binaryValue/1,27117,427,Office Building,FCU,Fan Coil Unit,W302 Stack Room,"['fcu', 'hvac']"
286513,427,1648992333668.0,1626897857426.0,fcu_enable_1,FCU Enable,,enable,21,1: active,Enable,167,12,855ec37d98401973652fa62caf61e2af,onboard/officebldg1/device10347/binaryOutput/1,27117,427,Office Building,FCU,Fan Coil Unit,W302 Stack Room,"['fcu', 'hvac']"
286512,427,1648992333668.0,1626897857426.0,fan_status_1,Fan Coil Unit Status,,on/off,20,1: active,Status,121,11,a2b7c7a4643c1fceb3526ead5c8a0761,onboard/officebldg1/device10347/binaryInput/1,27117,427,Office Building,FCU,Fan Coil Unit,W302 Stack Room,"['fcu', 'hvac']"
286511,427,1648992333668.0,1626897857426.0,effective_heat_setpoint_1,,degreesFahrenheit,f,2,70.0,Zone Heating Temperature Effective Setpoint,432,1,bc9dbe82050fff949de86b3b24270028,onboard/officebldg1/device10347/analogValue/9,27117,427,Office Building,FCU,Fan Coil Unit,W302 Stack Room,"['fcu', 'hvac']"
286510,427,1648992333668.0,1626897857425.0,effective_cool_setpoint_1,,degreesFahrenheit,f,2,75.0,Zone Cooling Temperature Effective Setpoint,431,1,4bbb9e031f1e2e0f8b461eb710946cc6,onboard/officebldg1/device10347/analogValue/8,27117,427,Office Building,FCU,Fan Coil Unit,W302 Stack Room,"['fcu', 'hvac']"
286509,427,1648992333668.0,1626897857425.0,unoccupied_heat_setpoint_1,,degreesFahrenheit,f,2,60.0,Unoccupied Heating Setpoint,126,1,f18621ca924c6fc8075a4022713dcee2,onboard/officebldg1/device10347/analogValue/5,27117,427,Office Building,FCU,Fan Coil Unit,W302 Stack Room,"['fcu', 'hvac']"
286508,427,1648992333668.0,1626897857425.0,unoccupied_cool_setpoint_1,,degreesFahrenheit,f,2,85.0,Unoccupied Cooling Setpoint,125,1,e114bcad9e97976e8fb42ff2e3cab863,onboard/officebldg1/device10347/analogValue/4,27117,427,Office Building,FCU,Fan Coil Unit,W302 Stack Room,"['fcu', 'hvac']"
286507,427,1648992333668.0,1626897857426.0,return_air_temp_1,,degreesFahrenheit,f,2,70.30,Return Air Temperature,85,1,ef4c5030c12490b2ea91e6daa9d2ce7c,onboard/officebldg1/device10347/analogValue/30,27117,427,Office Building,FCU,Fan Coil Unit,W302 Stack Room,"['fcu', 'hvac']"
286506,427,1648992333668.0,1626897857425.0,occupied_heat_setpoint_1,,degreesFahrenheit,f,2,70.0,Occupied Heating Setpoint,124,1,5b3419fc37433509e6afb6a7da060781,onboard/officebldg1/device10347/analogValue/3,27117,427,Office Building,FCU,Fan Coil Unit,W302 Stack Room,"['fcu', 'hvac']"
286532,427,1648992333440.0,1626897883993.0,unoccupied_heat_setpoint_1,,degreesFahrenheit,f,2,60.0,Unoccupied Heating Setpoint,126,1,6bcac83b013e96fc4edcab74bdb4cdc2,onboard/officebldg1/device10348/analogValue/5,27118,427,Office Building,FCU,Fan Coil Unit,W302 Stack Room,"['fcu', 'hvac']"
286533,427,1648992333440.0,1626897883994.0,effective_cool_setpoint_1,,degreesFahrenheit,f,2,75.0,Zone Cooling Temperature Effective Setpoint,431,1,aa18e51d6c7fdb613bfc74acaa6a1c75,onboard/officebldg1/device10348/analogValue/8,27118,427,Office Building,FCU,Fan Coil Unit,W302 Stack Room,"['fcu', 'hvac']"
286537,427,1648992333440.0,1626897883994.0,m254_1,Zone Occupied,,occ,18,1: active,Occupancy Status,177,10,9659a18527b8ce990890a8b9e2446ec6,onboard/officebldg1/device10348/binaryValue/1,27118,427,Office Building,FCU,Fan Coil Unit,W302 Stack Room,"['fcu', 'hvac']"
286534,427,1648992333440.0,1626897883994.0,effective_heat_setpoint_1,,degreesFahrenheit,f,2,70.0,Zone Heating Temperature Effective Setpoint,432,1,36b339b1cfecd3a50b717f28ac238e67,onboard/officebldg1/device10348/analogValue/9,27118,427,Office Building,FCU,Fan Coil Unit,W302 Stack Room,"['fcu', 'hvac']"
286535,427,1648992333440.0,1626897883994.0,fan_status_1,Fan Coil Unit Status,,on/off,20,1: active,Status,121,11,bbcc76542e0a18051ce9f3b88f4e88af,onboard/officebldg1/device10348/binaryInput/1,27118,427,Office Building,FCU,Fan Coil Unit,W302 Stack Room,"['fcu', 'hvac']"
286536,427,1648992333441.0,1626897883994.0,fcu_enable_1,FCU Enable,,enable,21,1: active,Enable,167,12,5c325e8a45ac5b36a9da3ae2e5fb68be,onboard/officebldg1/device10348/binaryOutput/1,27118,427,Office Building,FCU,Fan Coil Unit,W302 Stack Room,"['fcu', 'hvac']"
286539,427,1648992333440.0,1626897883994.0,schedule_1,Occupancy Schedule,,occ,18,1: active,Occupancy Schedule,277,10,9d73fe1a287203c722c0495a0483e219,onboard/officebldg1/device10348/binaryValue/3,27118,427,Office Building,FCU,Fan Coil Unit,W302 Stack Room,"['fcu', 'hvac']"
286538,427,1648992333440.0,1626897883994.0,occ_bv_1,,,occ,18,1: active,Occupancy Status,177,10,089d9baa67e63f330b91f5cf0ce1920d,onboard/officebldg1/device10348/binaryValue/2,27118,427,Office Building,FCU,Fan Coil Unit,W302 Stack Room,"['fcu', 'hvac']"
286526,427,1648992333440.0,1626897883993.0,occupied_cool_setpoint_1,,degreesFahrenheit,f,2,75.0,Occupied Cooling Setpoint,123,1,cb9dc894ec69949be5c9290095b843d1,onboard/officebldg1/device10348/analogValue/2,27118,427,Office Building,FCU,Fan Coil Unit,W302 Stack Room,"['fcu', 'hvac']"
286527,427,1648992333440.0,1626897883994.0,m250_1,RT AV,degreesFahrenheit,f,2,70.5,Return Air Temperature,85,1,f62a3592d97765fdbe4ba681276c29f5,onboard/officebldg1/device10348/analogValue/21,27118,427,Office Building,FCU,Fan Coil Unit,W302 Stack Room,"['fcu', 'hvac']"
286528,427,1648992333440.0,1626897883994.0,m253_1,RT OCC FOR AV,degreesFahrenheit,f,2,9514.43,Return Air Temperature,85,1,c48ddcd2394462ed74c212007ac08d2b,onboard/officebldg1/device10348/analogValue/22,27118,427,Office Building,FCU,Fan Coil Unit,W302 Stack Room,"['fcu', 'hvac']"
286525,427,1648992333440.0,1626897883994.0,m251_1,HT SPT AV,degreesFahrenheit,f,2,70.0,Zone Heating Temperature Setpoint,198,1,ad600744e9ac8983caaf3e3254b594d4,onboard/officebldg1/device10348/analogValue/19,27118,427,Office Building,FCU,Fan Coil Unit,W302 Stack Room,"['fcu', 'hvac']"
286524,427,1648992333440.0,1626897883994.0,m256_1,HTG% AV,percent,%,3,0.0,Heating Output,240,23,8041ee5335484e1caf3d68bc094e1302,onboard/officebldg1/device10348/analogValue/18,27118,427,Office Building,FCU,Fan Coil Unit,W302 Stack Room,"['fcu', 'hvac']"
286522,427,1648992333440.0,1626897883994.0,m252_1,CL SPT AV,degreesFahrenheit,f,2,75.0,Zone Cooling Temperature Setpoint,206,1,6916489d1f92f3d27de1a93f9b330ac6,onboard/officebldg1/device10348/analogValue/11,27118,427,Office Building,FCU,Fan Coil Unit,W302 Stack Room,"['fcu', 'hvac']"
286521,427,1648992333440.0,1626897883994.0,m255_1,CLG% AV,percent,%,3,0.0,Cooling Output,327,23,41ccae18310c0c7692c1463109172dd9,onboard/officebldg1/device10348/analogValue/10,27118,427,Office Building,FCU,Fan Coil Unit,W302 Stack Room,"['fcu', 'hvac']"
286520,427,1648992333440.0,1626897883994.0,hw_valve_ao_1,Hot Water Valve,volts,v,11,2.0,Hot Water Valve Position,159,7,d8a1f6c66bb423137397cecd26ce1602,onboard/officebldg1/device10348/analogOutput/2,27118,427,Office Building,FCU,Fan Coil Unit,W302 Stack Room,"['fcu', 'hvac']"
286519,427,1648992333440.0,1626897883994.0,chw_valve_1,Chilled Water Valve,volts,v,11,2.0,Chilled Water Valve Position,160,7,b746a4f7087c251792b94e3ff8a51eaf,onboard/officebldg1/device10348/analogOutput/1,27118,427,Office Building,FCU,Fan Coil Unit,W302 Stack Room,"['fcu', 'hvac']"
286518,427,1648992333440.0,1626897883993.0,rat_1,Return Air Temperature,degreesFahrenheit,f,2,70.5,Return Air Temperature,85,1,4e4d4c6870883ca7a86c482972c3fd4a,onboard/officebldg1/device10348/analogInput/3,27118,427,Office Building,FCU,Fan Coil Unit,W302 Stack Room,"['fcu', 'hvac']"
286517,427,1648992333440.0,1626897883993.0,dat_1,Discharge Air Temperature,degreesFahrenheit,f,2,71.59,Discharge Air Temperature,79,1,4ae9373c7a5ee3f61734b33cf8ef2b41,onboard/officebldg1/device10348/analogInput/2,27118,427,Office Building,FCU,Fan Coil Unit,W302 Stack Room,"['fcu', 'hvac']"
286529,427,1648992333440.0,1626897883993.0,occupied_heat_setpoint_1,,degreesFahrenheit,f,2,70.0,Occupied Heating Setpoint,124,1,f62b9e0a4858307e19a73c9fa951ec45,onboard/officebldg1/device10348/analogValue/3,27118,427,Office Building,FCU,Fan Coil Unit,W302 Stack Room,"['fcu', 'hvac']"
286530,427,1648992333440.0,1626897883994.0,return_air_temp_1,,degreesFahrenheit,f,2,70.5,Return Air Temperature,85,1,90a11f46ccb89cf7203b21145d7f02e2,onboard/officebldg1/device10348/analogValue/30,27118,427,Office Building,FCU,Fan Coil Unit,W302 Stack Room,"['fcu', 'hvac']"
286531,427,1648992333440.0,1626897883993.0,unoccupied_cool_setpoint_1,,degreesFahrenheit,f,2,85.0,Unoccupied Cooling Setpoint,125,1,a9fefd3eb12bd0b1fdd3101b1fe1f24d,onboard/officebldg1/device10348/analogValue/4,27118,427,Office Building,FCU,Fan Coil Unit,W302 Stack Room,"['fcu', 'hvac']"
286553,427,1648992333470.0,1626897897789.0,return_air_temp_1,,degreesFahrenheit,f,2,70.5,Return Air Temperature,85,1,8c8b7c3a8227944ab088b71503b4f455,onboard/officebldg1/device10349/analogValue/30,27119,427,Office Building,FCU,Fan Coil Unit,W302 Stack Room,"['fcu', 'hvac']"
286562,427,1648992333471.0,1626897897789.0,schedule_1,Occupancy Schedule,,occ,18,1: active,Occupancy Schedule,277,10,3bb030e049b097ebba03b8a1a1e3b884,onboard/officebldg1/device10349/binaryValue/3,27119,427,Office Building,FCU,Fan Coil Unit,W302 Stack Room,"['fcu', 'hvac']"
286561,427,1648992333471.0,1626897897789.0,occ_bv_1,,,occ,18,1: active,Occupancy Status,177,10,1c27ffab71bf5164773cfe5ab55bd44f,onboard/officebldg1/device10349/binaryValue/2,27119,427,Office Building,FCU,Fan Coil Unit,W302 Stack Room,"['fcu', 'hvac']"
286560,427,1648992333471.0,1626897897789.0,m254_1,Zone Occupied,,occ,18,1: active,Occupancy Status,177,10,1879dffacd54f9f5380e602014cc044e,onboard/officebldg1/device10349/binaryValue/1,27119,427,Office Building,FCU,Fan Coil Unit,W302 Stack Room,"['fcu', 'hvac']"
286559,427,1648992333471.0,1626897897789.0,fcu_enable_1,FCU Enable,,enable,21,1: active,Enable,167,12,57257e27deca449d11c71d3707832246,onboard/officebldg1/device10349/binaryOutput/1,27119,427,Office Building,FCU,Fan Coil Unit,W302 Stack Room,"['fcu', 'hvac']"
286558,427,1648992333471.0,1626897897789.0,fan_status_1,Fan Coil Unit Status,,on/off,20,1: active,Status,121,11,a5993d3a9c82a65b2d12916ce282dafe,onboard/officebldg1/device10349/binaryInput/1,27119,427,Office Building,FCU,Fan Coil Unit,W302 Stack Room,"['fcu', 'hvac']"
286557,427,1648992333470.0,1626897897789.0,effective_heat_setpoint_1,,degreesFahrenheit,f,2,70.0,Zone Heating Temperature Effective Setpoint,432,1,9defb8bb8d32245162c0d91bfc0bb898,onboard/officebldg1/device10349/analogValue/9,27119,427,Office Building,FCU,Fan Coil Unit,W302 Stack Room,"['fcu', 'hvac']"
286556,427,1648992333470.0,1626897897789.0,effective_cool_setpoint_1,,degreesFahrenheit,f,2,75.0,Zone Cooling Temperature Effective Setpoint,431,1,e7c253813d5b324744cd50f67e9f965d,onboard/officebldg1/device10349/analogValue/8,27119,427,Office Building,FCU,Fan Coil Unit,W302 Stack Room,"['fcu', 'hvac']"
286555,427,1648992333470.0,1626897897789.0,unoccupied_heat_setpoint_1,,degreesFahrenheit,f,2,60.0,Unoccupied Heating Setpoint,126,1,733034dbcfd2f00be90ab9921b14ff25,onboard/officebldg1/device10349/analogValue/5,27119,427,Office Building,FCU,Fan Coil Unit,W302 Stack Room,"['fcu', 'hvac']"
286554,427,1648992333470.0,1626897897789.0,unoccupied_cool_setpoint_1,,degreesFahrenheit,f,2,85.0,Unoccupied Cooling Setpoint,125,1,b108cafdfd42afdfea9967b1d44d7739,onboard/officebldg1/device10349/analogValue/4,27119,427,Office Building,FCU,Fan Coil Unit,W302 Stack Room,"['fcu', 'hvac']"
286552,427,1648992333470.0,1626897897789.0,occupied_heat_setpoint_1,,degreesFahrenheit,f,2,70.0,Occupied Heating Setpoint,124,1,00fd6780a2509ba47769fa8240b24ddc,onboard/officebldg1/device10349/analogValue/3,27119,427,Office Building,FCU,Fan Coil Unit,W302 Stack Room,"['fcu', 'hvac']"
286551,427,1648992333470.0,1626897897789.0,m253_1,RT OCC FOR AV,degreesFahrenheit,f,2,9514.43,Return Air Temperature,85,1,d90d72a7f9893f1bc92d9325478379da,onboard/officebldg1/device10349/analogValue/22,27119,427,Office Building,FCU,Fan Coil Unit,W302 Stack Room,"['fcu', 'hvac']"
286550,427,1648992333470.0,1626897897789.0,m250_1,RT AV,degreesFahrenheit,f,2,70.5,Return Air Temperature,85,1,917faa4d7f5f78351fde9238e69dff8b,onboard/officebldg1/device10349/analogValue/21,27119,427,Office Building,FCU,Fan Coil Unit,W302 Stack Room,"['fcu', 'hvac']"
286549,427,1648992333470.0,1626897897789.0,occupied_cool_setpoint_1,,degreesFahrenheit,f,2,75.0,Occupied Cooling Setpoint,123,1,80b39ac518327fc9b957b50a6ac6f683,onboard/officebldg1/device10349/analogValue/2,27119,427,Office Building,FCU,Fan Coil Unit,W302 Stack Room,"['fcu', 'hvac']"
286548,427,1648992333470.0,1626897897789.0,m251_1,HT SPT AV,degreesFahrenheit,f,2,70.0,Zone Heating Temperature Setpoint,198,1,4e74bbf841dbc7f45d430adb6dd74976,onboard/officebldg1/device10349/analogValue/19,27119,427,Office Building,FCU,Fan Coil Unit,W302 Stack Room,"['fcu', 'hvac']"
286547,427,1648992333470.0,1626897897789.0,m256_1,HTG% AV,percent,%,3,0.0,Heating Output,240,23,d2cd0d7b52d7317783045ef6eacf1451,onboard/officebldg1/device10349/analogValue/18,27119,427,Office Building,FCU,Fan Coil Unit,W302 Stack Room,"['fcu', 'hvac']"
286545,427,1648992333470.0,1626897897789.0,m252_1,CL SPT AV,degreesFahrenheit,f,2,75.0,Zone Cooling Temperature Setpoint,206,1,fb184ec9ede617e881a188d7a066a09e,onboard/officebldg1/device10349/analogValue/11,27119,427,Office Building,FCU,Fan Coil Unit,W302 Stack Room,"['fcu', 'hvac']"
286544,427,1648992333470.0,1626897897789.0,m255_1,CLG% AV,percent,%,3,0.0,Cooling Output,327,23,9a1f26b25d14ef09790660e6c7d70ad0,onboard/officebldg1/device10349/analogValue/10,27119,427,Office Building,FCU,Fan Coil Unit,W302 Stack Room,"['fcu', 'hvac']"
286543,427,1648992333471.0,1626897897789.0,hw_valve_ao_1,Hot Water Valve,volts,v,11,2.0,Hot Water Valve Position,159,7,0962d7c0614a87219529f7e27bb57ff4,onboard/officebldg1/device10349/analogOutput/2,27119,427,Office Building,FCU,Fan Coil Unit,W302 Stack Room,"['fcu', 'hvac']"
286542,427,1648992333470.0,1626897897789.0,chw_valve_1,Chilled Water Valve,volts,v,11,2.0,Chilled Water Valve Position,160,7,40e5d4f5f0b3c5572187c359446540a0,onboard/officebldg1/device10349/analogOutput/1,27119,427,Office Building,FCU,Fan Coil Unit,W302 Stack Room,"['fcu', 'hvac']"
286541,427,1648992333470.0,1626897897789.0,rat_1,Return Air Temperature,degreesFahrenheit,f,2,70.5,Return Air Temperature,85,1,415e5c808208cf353d31e0c2f2040d4b,onboard/officebldg1/device10349/analogInput/3,27119,427,Office Building,FCU,Fan Coil Unit,W302 Stack Room,"['fcu', 'hvac']"
286540,427,1648992333470.0,1626897897789.0,dat_1,Discharge Air Temperature,degreesFahrenheit,f,2,72.40,Discharge Air Temperature,79,1,3e8fc38281a5ab2d2c0dce76f713001e,onboard/officebldg1/device10349/analogInput/2,27119,427,Office Building,FCU,Fan Coil Unit,W302 Stack Room,"['fcu', 'hvac']"
286569,427,1648992336517.0,1626897905677.0,dehum_setpt_1,Dehumidification Setpoint,percentRelativeHumidity,%,3,60.0,Discharge Air Humidity Setpoint,256,2,250df700a689c17b6bbe1dec1dbde7ab,onboard/officebldg1/device10350/analogValue/1,27120,427,Office Building,FCU,Fan Coil Unit,W302 Stack Room,"['fcu', 'hvac']"
286570,427,1648992336517.0,1626897905677.0,m255_1,CLG% AV,percent,%,3,0.0,Cooling Output,327,23,1c6e262e64bf95e85f4a2a4e727c86f2,onboard/officebldg1/device10350/analogValue/10,27120,427,Office Building,FCU,Fan Coil Unit,W302 Stack Room,"['fcu', 'hvac']"
